finding,severity,target,remediation,tools_used,cvss,signature,novel
The GENESIS Replica Manager at 10.10.0.1:3701 is directly reachable and exposes unauthenticated replica metadata that can be used as a control-plane lateral movement primitive from the Juice Shop RCE pivot.,critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The JWT trust boundary is shared across Juice Shop instances: a HS256 administrator token signed with 10.10.0.21's exposed /encryptionkeys/jwt.pub is accepted by adjacent Juice Shop instance 10.10.0.20, enabling lateral authentication reuse.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The confirmed server-side JavaScript injection in 10.10.0.21 /rest/track-order can act as an application-layer pivot to test network reachability from the Juice Shop container to disclosed internal control-plane peers.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The unauthenticated GENESIS Replica Manager on 10.10.0.1:3701 exposes state-changing management endpoints such as /spawn without any auth gate, enabling a pivot/compute-control primitive if invoked with valid parameters.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
ChromaDB leaked a concrete untested pivot route: a Chromium renderer on 10.10.0.2:3301 with POST /render may provide SSRF/LFI reachability into internal networks that were not visible through direct TCP scans.,high,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"class: premium/deluxe business logic, hypothesis: a normal customer can upgrade to deluxe by submitting the exposed premium.key as paymentId with paymentMode=premium.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"10.10.0.1:8001 exposes unauthenticated ChromaDB read/write API, allowing an attacker to enumerate or modify vector collections without credentials.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
OWASP Juice Shop test accounts or weak/default credentials are still enabled and issue bearer JWTs usable against protected endpoints.,high,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The pulled login.ts artifact contains SQL query construction or auth logic explaining known login/authentication vulnerabilities.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The unauthenticated /metrics endpoint may disclose process/runtime labels, internal hostnames, or network-facing dependency names that can guide pivot discovery without re-running broad scans.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Previously surfaced local artifacts under /data/security/artifacts/current contain source/binary files (e.g., KeePass DB or compiled Python encryptor) that can be analyzed for hardcoded secrets or weak crypto.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The Juice Shop /ftp null-byte bypass exposes binary artefacts (for example .pyc or KeePass vault files) suitable for reverse engineering and credential/key extraction.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The disclosed adjacent host 10.10.0.1 implies the target is on a 10.10.0.0/24 lab segment; a narrow discovery sweep of only already-relevant HTTP/pivot ports may reveal additional hosts or control-plane services without repeating full basic scanning of 10.10.0.21.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Customer JWTs can access other users' protected profile objects via /api/Users/{id}, indicating object-level authorization is missing on user resources.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The exposed /encryptionkeys/jwt.pub can be abused for RS256-to-HS256 JWT algorithm confusion on this Juice Shop instance, not only on adjacent instances.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The downloadable package manifest fingerprints high-risk native parser dependencies (libxmljs/sqlite3) used by already-confirmed XXE/SQLi surfaces, but the exposed FTP artefacts themselves do not contain a runnable native parser binary for fuzzing/instrumentation.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The newly discovered GENESIS UI on 10.10.0.1:3000 may disclose its backend API base URL, route names, or required header names in its frontend JavaScript, enabling controlled discovery of the adjacent Uvicorn APIs on 10.10.0.1:8000 and 10.10.0.8:8000.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The NextGen B2B API reuses the same vulnerable JWT middleware, so an unsigned or HS/RS-confused admin token bypasses bearer authentication on /b2b/v2/orders.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Static frontend/server artifacts in /data/security/artifacts/current include references to the B2B notevil sink or JWT key endpoints, enabling source-backed vulnerability context for already-confirmed auth/SSJI primitives.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The GENESIS nginx UI on 10.10.0.1:3000 reverse-proxies /api/v1 and /ws to the Uvicorn backend, which may expose the same health/auth boundary from the browser origin and clarify topology.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The track-order route contains a source-level server-side JavaScript injection path where URL parameter id is interpolated into a dynamically evaluated Mongo/MarsDB $where query, matching the live fs.readFileSync oracle reported by exploitdev.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The live B2B orders endpoint deterministically exposes a server-side eval sink by parsing attacker-supplied orderLinesData with notevil; this can be confirmed without claiming sandbox escape/RCE.,critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The NextGen B2B endpoint /b2b/v2/orders validates JWTs insecurely and accepts unsigned alg=none tokens.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The pulled source embeds the RS256 JWT private key and uses permissive jws verification, making token forgery/confusion feasible and explaining the confirmed alg=none admin JWT replay.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Issued JWTs remain valid after a user's password is reset, because the application does not bind tokens to password version or session revocation state.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Hosts adjacent to the Juice Shop container on 10.10.0.0/24 (10.10.0.1, 10.10.0.6, 10.10.0.7) may expose pivot-capable services such as SSH, SMB, WinRM, Kerberos, Redis, or databases.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
A concrete unsigned alg=none JWT produced by crypto_jwt_confusion is accepted by /b2b/v2/orders as an authorization credential.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The 10.10.0.0/24 subnet surfaced via XXE /proc/net/route and /proc/net/fib_trie may contain additional hosts/services beyond ARP-neighbors already tested, including platform services on high-signal ports.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The alg=none JWT flaw affects the main application API authorization middleware, allowing forged admin claims to access protected REST resources such as /api/Users/.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The newly discovered adjacent host 10.10.0.20:3000 is a patched sibling Juice Shop instance that can help compare exploitability but does not provide lateral-movement services.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Nmap confirmation of the XXE-disclosed 10.10.0.0/24 route will show the masscan hits are limited to known HTTP services, with no viable lateral movement ports.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
An HS256 token signed with the exposed RSA public key PEM bytes is accepted by protected API routes due to RS256-to-HS256 JWT algorithm confusion.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The JWT authorizer does not enforce standard temporal claims; forged admin tokens with no exp, future nbf, or future iat are accepted for admin endpoints.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The /api/Users collection requires authentication but lacks role authorization, allowing a low-privileged customer JWT to enumerate all users.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"class: JWT claim validation, hypothesis: the verifier ignores or inconsistently enforces exp on forged alg=none/HS256 tokens, allowing indefinite replay tokens without a valid expiry.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The main Juice Shop REST API accepts unsigned alg=none admin JWTs, but HS256 public-key confusion on the main REST API is unproven and may be scoped only to the B2B middleware.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The change-password endpoint uses GET and requires no anti-CSRF token when Authorization is supplied, making it vulnerable in non-browser clients and exposing state-changing action to unsafe method triggering if bearer tokens are attached by integrations.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The protected encrypt.pyc can be retrieved through the known double-encoded null-byte .md allowlist bypass, enabling verification of the RSA encryption routine.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The exposed encrypt.pyc is strong enough source evidence to treat the FTP extension allowlist bypass as a confirmed artifact-disclosure vulnerability, but not yet enough to confirm decryptability of announcement_encrypted.md without recovering all RSA constants.",critical,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The remaining private JavaScript dependencies loaded by the hidden Planet Orangeuze page are standard static libraries and do not expose further app-specific secrets or native/parser surfaces.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The login SQL injection in POST /rest/user/login remains reachable and returns a usable admin JWT, matching prior SQLi findings and the server-side injection class requested for static/code analysis.",high,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The double-encoded null byte /ftp allowlist bypass permits direct retrieval of blocked bytecode artifacts such as encrypt.pyc, exposing implementation details and enabling weak-crypto recovery.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
Unauthenticated /rest/user/security-question leaks whether an email address is registered and discloses the account's password-reset security question.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"redirect.ts and isRedirectAllowed use substring matching against the allow-list, enabling open redirect to attacker-controlled hosts whose URL contains an allowed URL.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
trackOrder.ts contains a reachable NoSQL/JavaScript injection sink via Mongo $where string interpolation; /rest/track-order/:id can return multiple orders with a truthy injected expression.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The /ftp download allow-list can be bypassed with a double-encoded poison null byte suffix, allowing retrieval of blocked backup files such as package.json.bak.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The forgot-password security-question flow is reachable at Juice Shop's reset-password endpoint and allows Jim account takeover with answer 'Samuel'.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Juice Shop exposes /rest/user/authentication-details/ to a low-privileged customer, leaking historical JWTs including an admin token that is still accepted on /api/Users/1.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The accepted Juice Shop JWTs are vulnerable to alg=none signature bypass, allowing unsigned tokens to pass backend authentication checks.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
The authentication-details leak and broken authorization let a low-privileged customer retrieve admin/user objects and admin configuration.,medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
