finding,severity,target,remediation,tools_used,cvss,signature,novel
Broken Object Level Authorization on Basket API,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Enforce object ownership checks server-side for every basket operation using the authenticated user's subject/user id.,,8.1,"T1190, T1530",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 20.0.0 / Node.js Express authentication API:3000,Replace concatenated login SQL with parameterized queries/ORM predicates and verify the submitted password for the matched user only.,,9.8,"T1190, T1078",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Use parameterized SQL queries for login and apply uniform authentication failure handling.,,9.8,"T1190, T1078",no
Product Search SQL Injection,high,OWASP Juice Shop 20.0.0 / SQLite-backed product search:3000,Remove raw SQL string concatenation from search and use ORM/query parameter binding.,,8.6,T1190,no
Unsigned JWT alg=none Accepted for Admin API Access,critical,OWASP Juice Shop 20.0.0 JWT authentication middleware:3000,Explicitly allow only the expected signing algorithm and reject alg=none tokens.,,9.1,"T1550.001, T1190",no
Basket IDOR/BOLA Allows Customer to Read Other Users' Baskets,high,OWASP Juice Shop 20.0.0 REST basket API:3000,Enforce object ownership checks for every basket access.,,8.1,"T1190, T1530",no
XXE Local File Disclosure in XML File Upload,high,OWASP Juice Shop 20.0.0 /file-upload XML parser:3000,Disable DTD/external entity processing and reject XML uploads containing DOCTYPE/ENTITY declarations.,,8.6,"T1190, T1005",no
Public Encryption Key Directory and premium.key Disclosure,high,OWASP Juice Shop 20.0.0 static /encryptionkeys handler:3000,Remove key files from the web root and disable directory listing.,,7.5,"T1552.001, T1589",no
FTP Static File Null-Byte Extension Filter Bypass,medium,OWASP Juice Shop 20.0.0 /ftp static file route:3000,"Canonicalize and fully decode filenames before extension checks, reject null bytes, and store sensitive backups outside served directories.",,6.5,"T1190, T1005",no
Unauthenticated Prometheus Metrics Exposure,medium,OWASP Juice Shop 20.0.0 /metrics endpoint:3000,Restrict /metrics to authenticated administrators or internal monitoring networks.,,5.3,"T1580, T1592",no
Verbose Express Stack Trace Disclosure via Redirect Route,low,OWASP Juice Shop 20.0.0 /redirect route:3000,Validate required parameters before use and disable detailed stack traces in production responses.,,3.7,T1592,no
Public Swagger/OpenAPI Documentation Disclosure for B2B API,low,OWASP Juice Shop 20.0.0 Swagger UI / B2B API v2.0.0,Protect API documentation with authentication or disable it in production.,,3.1,T1592,no
Public Application Version Disclosure,info,OWASP Juice Shop 20.0.0 admin version endpoint:3000,Require authentication for version endpoints or remove exact version disclosure.,,0.0,T1592,no
Hidden Non-Production i18n Artifact Publicly Readable,info,OWASP Juice Shop 20.0.0 static assets:3000,Remove non-production/debug assets from production deployments.,,0.0,T1592,no
JWT algorithm confusion and alg=none acceptance permit forged admin tokens,critical,OWASP Juice Shop 20.0.0 JWT authentication middleware:3000,"Disable alg=none, pin JWT verification to RS256, do not use public keys as HMAC secrets, and keep verification keys non-downloadable unless required for clients.",,9.8,"T1190, T1606",no
JWT signature validation bypass via alg=none and RS256-to-HS256 confusion,critical,OWASP Juice Shop 20.0.0 / JWT authorization middleware:3000,"Pin JWT verification to RS256, reject alg=none, bind key type to algorithm, and avoid trusting client-controlled role claims without server-side authorization checks.",,9.8,"T1606, T1552.001",no
Unauthenticated Exposure of Cryptographic and Premium Keys,high,OWASP Juice Shop 20.0.0 static file handler:3000,"Remove /encryptionkeys from public routing, rotate exposed secrets, and load keys only from a private secret manager or protected filesystem path.",,7.5,"T1589, T1552",no
JWT alg=none acceptance enables arbitrary admin token forgery,critical,OWASP Juice Shop 20.0.0 JWT authentication:3000,"Pin the JWT algorithm to RS256 (or the intended algorithm), require a valid signature, and reject alg=none regardless of case.",,9.8,"T1606, T1078",no
JWT Signature Verification Bypass via alg=none,critical,OWASP Juice Shop 20.0.0 / express-jwt token validation:3000,"Pin the allowed JWT algorithm to RS256/expected algorithm, reject alg=none, validate issuer/audience/expiry, and upgrade vulnerable JWT middleware.",,9.8,"T1190, T1550.001, T1078",no
Admin product update enables stored XSS in product descriptions,high,OWASP Juice Shop 20.0.0 product API and storefront:3000,Sanitize product descriptions and render them as text or with a strict HTML allowlist; restrict product edits to trusted admins and audit changes.,,8.0,"T1190, T1059.007",no
Basket IDOR/BOLA exposes other users' baskets,high,OWASP Juice Shop 20.0.0 basket API:3000,Add server-side owner checks on every basket read/write path and regression tests for cross-account basket IDs.,,8.1,"T1190, T1530",no
JWT authentication bypass via accepted alg=none tokens,critical,OWASP Juice Shop 20.0.0 / Node.js Express JWT auth:3000,"Pin JWT verification to RS256 only, reject alg=none explicitly, and use a maintained JWT library/configuration that never trusts the token-supplied alg value.",,9.8,"T1550.001, T1190",no
Unauthenticated exposure of encryption key directory and premium token,high,OWASP Juice Shop 20.0.0 static file handler /encryptionkeys:3000,"Remove secrets from the web root, disable directory indexing, and require authorization for any key-management endpoint.",,7.5,"T1552.001, T1589",no
Unauthenticated Prometheus Metrics Disclosure,medium,OWASP Juice Shop 20.0.0 / Prometheus metrics endpoint:3000,Restrict /metrics to authenticated monitoring clients or internal networks and remove sensitive/business labels from public telemetry.,,5.3,"T1580, T1592.002",no
XML external entity expansion in file upload discloses local files,high,OWASP Juice Shop 20.0.0 /file-upload XML complaint parser:3000,"Disable external entity resolution, reject XML uploads where not required, and stop reflecting parsed XML in error pages.",,8.6,"T1190, T1005",no
Low-privileged users can enumerate all user accounts,high,OWASP Juice Shop 20.0.0 Users API:3000,Add role-based authorization middleware and object-level checks to all Users API routes.,,8.1,"T1087.001, T1530",no
Static FTP null-byte extension bypass exposes package metadata,medium,OWASP Juice Shop 20.0.0 static /ftp file handler:3000,Remove backup files from the web root and reject encoded null bytes/backup extensions in the download route.,,5.3,"T1190, T1592.002",no
Broken object-level authorization exposes other users' baskets,high,OWASP Juice Shop 20.0.0 / Basket REST API:3000,Validate object ownership or an explicit admin privilege on every basket ID before returning it.,,8.1,"T1190, T1530",no
Over-Broad Authorization Allows Any User to Enumerate User Directory,high,OWASP Juice Shop 20.0.0 REST API:3000,Restrict user-directory listing to administrators and return only the authenticated user's own profile to customer roles.,,7.5,"T1190, T1530, T1087",no
JWT authentication bypass via unsigned alg=none token and exposed hard-coded JWT key material,critical,OWASP Juice Shop 20.0.0 / legacy Express JWT auth on Node.js/Express:3000,"Pin accepted JWT algorithms, reject `none`, remove hard-coded private keys from source, and rotate all JWT signing keys.",,9.1,CVE-2020-15084,no
Authentication bypass SQL injection in login endpoint,critical,OWASP Juice Shop login API on Node.js/Express + Sequelize/SQLite:3000,Replace string-concatenated SQL with parameterized queries or ORM `where` clauses and add regression tests for login SQLi payloads.,,9.8,T1190,no
XXE local file disclosure in XML file upload,high,OWASP Juice Shop /file-upload using libxmljs ~0.18,"Disable entity expansion and network/entity loading for XML parsing, reject DTDs, and avoid reflecting parsed XML in errors.",,8.6,T1190,no
Poison-null extension filter bypass exposes backup artifacts from /ftp,high,OWASP Juice Shop /ftp static file handler:3000,"Reject null-byte encodings before validation, normalize filenames with `path.basename`, and remove sensitive backups from public directories.",,7.5,"T1552.001, T1190",no
Deterministic textbook RSA encryption allows recovery of exposed encrypted announcement,medium,OWASP Juice Shop 20.0.0 /ftp static file handler and exposed encrypt.pyc artifact:3000,"Never use raw RSA; use RSA-OAEP or, preferably, hybrid encryption with authenticated symmetric encryption, and remove encryption scripts/key material from public static paths.",,5.3,"T1552.001, T1020",no
Broken Object Level Authorization on User Object API,high,OWASP Juice Shop 20.0.0 REST API:3000,"Add per-object authorization checks so customers can access only their own user record, while full user-object access is restricted to administrators.",,7.5,"T1190, T1530, T1087",no
JWT not-before claim ignored for forged unsigned tokens,high,OWASP Juice Shop 20.0.0 / Node.js Express JWT auth:3000,"Pin JWT verification to signed algorithms and enforce registered claims, especially nbf and exp, for every authentication path.",,8.1,T1550.001,no
Customer-role JWT can read full user directory and arbitrary user records,high,OWASP Juice Shop 20.0.0 user API:3000,Restrict /api/Users collection access to admins and enforce subject ownership for /api/Users/{id}.,,8.1,"T1190, T1530",no
Authenticated low-privilege users can enumerate all user records,high,OWASP Juice Shop 20.0.0 / Users API:3000,Require an administrator role for /api/Users and minimize returned fields to non-sensitive attributes.,,8.1,"T1087.001, T1530",no
SQL Injection UNION Extraction of Security Answers via Product Search,high,OWASP Juice Shop 20.0.0 / SQLite-backed product search:3000,Parameterize product search queries and prevent the search route from querying arbitrary table data.,,8.6,"T1190, T1530",no
B2B orderLinesData Reaches JavaScript Evaluator and Leaks Server Stack Paths,medium,OWASP Juice Shop 20.0.0 /b2b/v2/orders notevil expression evaluator:3000,Remove JavaScript evaluation of order data and return generic production error pages.,,5.3,"T1190, T1592",no
Public Encrypted Announcement Artifact Disclosure,low,OWASP Juice Shop 20.0.0 /ftp static file route:3000,Restrict public FTP artifacts to an explicit allow-list and remove generated/encrypted internal data files.,,3.1,"T1005, T1530",no
Broken object-level authorization exposes arbitrary user profiles,high,OWASP Juice Shop 20.0.0 / Users API:3000,Enforce per-object ownership or administrator role checks on /api/Users/{id} and remove sensitive fields from user profile responses.,,8.1,"T1087.001, T1530",no
Unauthenticated ChromaDB API permits collection creation and metadata tampering,high,ChromaDB API on 172.18.0.14:8000,Require authentication/authorization for ChromaDB APIs and restrict network exposure to trusted service principals only.,,8.1,"T1190, T1552",no
Session JWTs are issued without expiration,medium,OWASP Juice Shop 20.0.0 / JWT session management:3000,Issue short-lived access tokens with exp/nbf and enforce issuer/audience plus refresh-token rotation or server-side revocation.,,6.5,"T1550.001, T1078",no
Unauthenticated ChromaDB proxy permits collection creation and metadata tampering,high,ChromaDB API proxy on 172.18.0.1:8001,Remove the unauthenticated bridge exposure and require service-to-service authentication for ChromaDB APIs.,,8.1,"T1190, T1552",no
Unauthenticated replica manager exposes operational inventory and secrets,high,GENESIS Replica Manager 7.0.0 / Uvicorn:3701,Require strong authentication for replica-manager endpoints and remove secrets/compose paths from unauthenticated responses.,,7.5,"T1580, T1552",no
Authentication bypass via SQL injection in login email,critical,OWASP Juice Shop 20.0.0 authentication API:3000,Parameterize the login query and add regression tests ensuring tautology/comment payloads return 401.,,9.8,"T1190, T1078",no
